TransactionTypeID,Transaction,TransactionCompany,TransactionGroup,TransactionTypeGroup,TransactionTypeSubGroup,TransactionName,Additive,IsReversal
{d4acf53c-e9e7-446b-8652-207166685e1a},Money3\Cheque Cashing\Cheque Total Amount,Money3,Cheque Cashing ,Cheque Cashing,Cheque Total Amount,Cheque Cashing AMT,1,Transaction
{4ebe6dff-e539-4da3-9177-e0ad340f2c5b},Money3\Cheque Cashing\Fee,Money3,Cheque Cashing ,Cheque Cashing,Fee,Cheque Cashing - Fee,1,Transaction
{520934ac-5bd5-4e45-a58e-3105edb2ced9},Money3\Commission\Commission Paid - Direct Credit,Money3,Commission,Commission,Commission Paid - Direct Credit,Commission Paid - Direct Credit,1,Transaction
{18d5d62b-66e2-4e2c-96d8-d8cd49ff256c},Money3\Commission\Commission Paid - Internal,Money3,Commission,Commission,Commission Paid - Internal,Commission Paid - Internal,1,Transaction
{29e08def-b241-4111-a9d0-0d463d8ce4c7},Money3\Commission\Reversal\Commission Paid - Direct Credit,Money3,Commission,Commission,Reversal,Commission Paid - Direct Credit,1,Reversal
{c71def8a-f18a-46d1-8650-94b2db4731b9},Money3\Disbursement\BPay,Money3,Cash Out,Disbursement,BPay,Disbursement BPay,1,Transaction
{175097b2-f5b8-453f-933e-22b136b5badb},Money3\Disbursement\Cash Deferred,Money3,Cash Out,Disbursement,Cash Deferred,Disbursement Cash Deferred,1,Transaction
{aba6a0b0-7a7f-4ef0-9176-ac5c6afa983c},Money3\Disbursement\Cash Disbursement,Money3,Cash Out,Disbursement,Cash Disbursement,Disbursement Cash Disbursement,1,Transaction
{55f13b88-c58a-4080-b1ac-3e34f60d0f46},Money3\Disbursement\Cash Disbursement - $50 for Free,Money3,Cash Out,Disbursement,Cash Disbursement - $50 for Free,Disbursement Cash Disbursement - $50 for Free,0,Transaction
{4fbe3466-0c1b-4b48-b755-fc6b650ecbe8},Money3\Disbursement\Cheque,Money3,Cash Out,Disbursement,Cheque,Disbursement Cheque,1,Transaction
{71b22e14-385f-45a8-a389-36559632ff65},Money3\Disbursement\Direct Credit,Money3,Cash Out,Disbursement,Direct Credit,Disbursement Direct Credit,1,Transaction
{755f7320-b81c-4268-aa94-38802e51505f},Money3\Disbursement\Reversal\BPay Payment - Reversal,Money3,Cash Out,Disbursement,Reversal,BPay Payment - Reversal,1,Reversal
{0f57a357-5888-4946-a857-f568ab18042e},Money3\Disbursement\Reversal\Cash Now Payment - Reversal,Money3,Cash Out,Disbursement,Reversal,Cash Now Payment - Reversal,1,Reversal
{b7ec81a0-9aac-4261-b8f5-7f8f42920abe},Money3\Disbursement\Reversal\Cheque Total Amount - Reversal,Money3,Cash Out,Disbursement,Reversal,Cheque Total Amount - Reversal,1,Reversal
{4b1b5721-c264-4daf-866a-9dc4d04517b8},Money3\Disbursement\Reversal\Direct Credit - Reversal,Money3,Cash Out,Disbursement,Reversal,Direct Credit - Reversal,1,Reversal
{7c9ab385-4985-45ad-87e2-19af9f3d6478},Money3\Discharge\Discharge Disbursement\Cash,Money3,Cash In,Discharge,Repayment - Cash,Payment - Cash,1,Transaction
{968fefb0-adc6-4512-8f83-9d8fda90b039},Money3\Discharge\Discharge Disbursement\Direct Credit,Money3,Cash In,Discharge,Repayment - Direct Credit,Direct Credit,1,Transaction
{857a90f4-efa8-4c9f-abbf-19b7057a7b79},Money3\Discharge\Discharge Payment\BPay,Money3,Cash In,Discharge,Repayment - Bpay,BPay,1,Transaction
{88d368ae-d2e3-4db4-9880-3de434f3b542},Money3\Discharge\Discharge Payment\Cash,Money3,Cash In,Discharge,Repayment - Cash,Payment - Cash,1,Transaction
{8b80a451-3d1a-4097-81ea-959dd2f0d8f6},Money3\Discharge\Discharge Payment\Cheque,Money3,Cash In,Discharge,Repayment - Cheque,Cheque,1,Transaction
{dc2c3e2a-1594-4058-b10f-73627855f28a},Money3\Discharge\Discharge Payment\Direct Credit,Money3,Cash In,Discharge,Repayment - Direct Credit,Direct Credit,1,Transaction
